date, pm25, pm10, o3, no2, so2, co
2022/6/13, , 9, 49, 5, , 
2022/6/14, , 15, 51, 4, , 
2022/6/15, , 13, 60, 4, , 
2022/6/16, , 19, 42, 6, , 
2022/6/17, , 14, 50, 5, , 
2022/6/18, , 16, 53, 3, , 
2022/6/19, , 30, 46, 4, , 
2022/6/20, , 28, 40, 3, , 
2022/6/21, , 9, 31, 6, , 
2022/6/22, , 20, 38, 4, , 
2022/6/23, , 22, 32, 4, , 
2022/6/24, , 9, 37, 2, , 
2022/6/25, , 6, 37, 3, , 
2022/6/26, , 10, 44, 4, , 
2022/6/27, , 10, 29, 3, , 
2022/6/28, , 10, 31, 3, , 
2022/6/29, , 15, 39, 4, , 
2022/6/30, , 12, 35, 4, , 
2022/1/3, , 7, 27, 3, , 
2022/1/4, , 5, 30, 2, , 
2022/1/5, , 2, 24, 3, , 
2022/1/6, , 6, 24, 8, , 
2022/1/7, , 6, 28, 5, , 
2022/1/8, , 3, 30, 4, , 
2022/1/9, , 3, 17, 8, , 
2022/1/10, , 11, 19, 6, , 
2022/1/11, , 10, 13, 8, , 
2022/1/12, , 18, 7, 13, , 
2022/1/13, , 26, 11, 17, , 
2022/1/14, , 16, 13, 11, , 
2022/1/15, , 16, 19, 8, , 
2022/1/16, , 14, 25, 4, , 
2022/1/17, , 6, 22, 7, , 
2022/1/18, , 9, 27, 8, , 
2022/1/19, , 10, 27, 4, , 
2022/1/20, , 3, 27, 5, , 
2022/1/21, , 7, 29, 4, , 
2022/1/22, , 7, 18, 7, , 
2022/1/23, , 10, 11, 11, , 
2022/1/24, , 16, 7, 13, , 
2022/1/25, , 18, 9, 14, , 
2022/1/26, , 22, 24, 12, , 
2022/1/27, , 16, 25, 5, , 
2022/1/28, , 5, 28, 4, , 
2022/1/29, , 7, 29, 4, , 
2022/1/30, , 6, 29, 3, , 
2022/1/31, , 6, 30, 3, , 
2022/2/1, , 5, 27, 4, , 
2022/2/2, , 7, 18, 10, , 
2022/2/3, , 6, 30, 9, , 
2022/2/4, , 9, 31, 3, , 
2022/2/5, , 7, 35, 1, , 
2022/2/6, , 5, 31, 3, , 
2022/2/7, , 5, 30, 5, , 
2022/2/8, , 8, 25, 13, , 
2022/2/9, , 12, 36, 8, , 
2022/2/10, , 12, 27, 5, , 
2022/2/11, , 8, 27, 9, , 
2022/2/12, , 10, 34, 8, , 
2022/2/13, , 9, 23, 12, , 
2022/2/14, , 14, 25, 5, , 
2022/2/15, , 6, 31, 4, , 
2022/2/16, , 2, 34, 1, , 
2022/2/17, , 8, 34, 5, , 
2022/2/18, , 11, 33, 2, , 
2022/2/19, , 4, 32, 1, , 
2022/2/20, , 3, 34, 1, , 
2022/2/21, , 3, 29, 2, , 
2022/2/22, , 6, 31, 4, , 
2022/2/23, , 7, 32, 8, , 
2022/2/24, , 9, 30, 3, , 
2022/2/25, , 5, 29, 3, , 
2022/2/26, , 6, 29, 5, , 
2022/2/27, , 13, 28, 7, , 
2022/2/28, , 18, 26, 4, , 
2022/3/1, , 18, 16, 8, , 
2022/3/2, , 23, 24, 9, , 
2022/3/3, , 30, 33, 6, , 
2022/3/4, , 23, 28, 4, , 
2022/3/5, , 17, 29, 3, , 
2022/3/6, , 14, 27, 3, , 
2022/3/7, , 18, 31, 5, , 
2022/3/8, , 15, 29, 6, , 
2022/3/9, , 17, 33, 7, , 
2022/3/10, , 18, 28, 4, , 
2022/3/11, , 15, 30, 4, , 
2022/3/12, , 16, 32, 6, , 
2022/3/13, , 20, 37, 5, , 
2022/3/14, , 14, 16, 8, , 
2022/3/15, , 26, 25, 4, , 
2022/3/16, , 24, 21, 6, , 
2022/3/17, , 29, 33, 6, , 
2022/3/18, , 33, 38, 4, , 
2022/3/19, , 28, 37, 3, , 
2022/3/20, , 19, 31, 6, , 
2022/3/21, , 21, 35, 7, , 
2022/3/22, , 21, 33, 9, , 
2022/3/23, , 27, 41, 9, , 
2022/3/24, , 29, 45, 8, , 
2022/3/25, , 29, 50, 6, , 
2022/3/26, , 34, 44, 7, , 
2022/3/27, , 28, 48, 7, , 
2022/3/28, , 23, 46, 6, , 
2022/3/29, , 24, 35, 5, , 
2022/3/30, , 38, 22, 5, , 
2022/3/31, , 19, 12, 4, , 
2021/10/1, , 14, 34, 6, , 
2021/10/2, , 18, 33, 3, , 
2021/10/3, , 10, 25, 6, , 
2021/10/4, , 10, 14, 6, , 
2021/10/5, , 8, 27, 3, , 
2021/10/6, , 4, 18, 5, , 
2021/10/7, , 10, 18, 5, , 
2021/10/8, , 12, 25, 4, , 
2021/10/9, , 18, 25, 5, , 
2021/10/10, , 19, 25, 9, , 
2021/10/11, , 15, 17, 6, , 
2021/10/12, , 15, 22, 7, , 
2021/10/13, , 4, 23, 8, , 
2021/10/14, , 7, 20, 8, , 
2021/10/15, , 8, 25, 6, , 
2021/10/16, , 10, 7, 7, , 
2021/10/17, , 15, 8, 11, , 
2021/10/18, , 15, 21, 9, , 
2021/10/19, , 9, 27, 8, , 
2021/10/20, , 10, 33, 3, , 
2021/10/21, , 7, 25, 5, , 
2021/10/22, , 7, 26, 7, , 
2021/10/23, , 13, 19, 6, , 
2021/10/24, , 10, 6, 12, , 
2021/10/25, , 14, 18, 10, , 
2021/10/26, , 19, 14, 9, , 
2021/10/27, , 14, 6, 10, , 
2021/10/28, , 14, 2, 10, , 
2021/10/29, , 10, 3, 9, , 
2021/10/30, , 13, 20, 8, , 
2021/10/31, , 17, 26, 6, , 
2021/11/1, , 6, 26, 5, , 
2021/11/2, , 6, 22, 8, , 
2021/11/3, , 9, 22, 4, , 
2021/11/4, , 7, 19, 9, , 
2021/11/5, , 5, 15, 8, , 
2021/11/6, , 13, 26, 5, , 
2021/11/7, , 6, 22, 9, , 
2021/11/8, , 10, 19, 10, , 
2021/11/9, , 10, 1, 10, , 
2021/11/10, , 20, 1, 11, , 
2021/11/11, , 27, 1, 8, , 
2021/11/12, , 8, 13, 11, , 
2021/11/13, , 13, 16, 5, , 
2021/11/14, , 14, 10, 4, , 
2021/11/15, , 20, 4, 8, , 
2021/11/16, , 15, 8, 7, , 
2021/11/17, , 5, 13, 10, , 
2021/11/18, , 10, 9, 12, , 
2021/11/19, , 14, 18, 8, , 
2021/11/20, , 10, 12, 6, , 
2021/11/21, , 6, 16, 6, , 
2021/11/22, , 10, 12, 6, , 
2021/11/23, , 6, 11, 7, , 
2021/11/24, , 9, 5, 10, , 
2021/11/25, , 15, 9, 9, , 
2021/11/26, , 14, 18, 7, , 
2021/11/27, , 5, 22, 7, , 
2021/11/28, , 7, 21, 8, , 
2021/11/29, , 8, 27, 2, , 
2021/11/30, , 4, 28, 3, , 
2021/12/1, , 2, 25, 5, , 
2021/12/2, , 3, 23, 8, , 
2021/12/3, , 4, 28, 5, , 
2021/12/4, , 5, 26, 5, , 
2021/12/5, , 7, 9, 13, , 
2021/12/6, , 13, 22, 8, , 
2021/12/7, , 5, 10, 17, , 
2021/12/8, , 10, 22, 11, , 
2021/12/9, , 9, 23, 9, , 
2021/12/10, , 5, 25, 5, , 
2021/12/11, , 7, 19, 6, , 
2021/12/12, , 7, 22, 10, , 
2021/12/13, , 9, 7, 12, , 
2021/12/14, , 10, 11, 8, , 
2021/12/15, , 9, 11, 10, , 
2021/12/16, , 9, 15, 11, , 
2021/12/17, , 12, 9, 10, , 
2021/12/18, , 14, 11, 9, , 
2021/12/19, , 13, 10, 12, , 
2021/12/20, , 10, 9, 13, , 
2021/12/21, , 18, 9, 13, , 
2021/12/22, , 19, 28, 15, , 
2021/12/23, , 21, 28, 2, , 
2021/12/24, , 4, 23, 4, , 
2021/12/25, , 4, 13, 5, , 
2021/12/26, , 6, 4, 9, , 
2021/12/27, , 17, 31, 7, , 
2021/12/28, , 4, 30, 3, , 
2021/12/29, , 6, 20, 3, , 
2021/12/30, , 2, 20, 6, , 
2021/12/31, , 6, 17, 7, , 
2022/1/1, , 10, 24, 7, , 
2022/1/2, , 8, 31, 2, , 
2021/7/1, , 8, 37, 5, , 
2021/7/2, , 15, 44, 4, , 
2021/7/3, , 11, 33, 1, , 
2021/7/4, , 9, 27, 2, , 
2021/7/5, , 8, 33, 3, , 
2021/7/6, , 7, 25, 3, , 
2021/7/7, , 9, 30, 5, , 
2021/7/8, , 16, 25, 3, , 
2021/7/9, , 6, 37, 3, , 
2021/7/10, , 10, 31, 1, , 
2021/7/11, , 5, 33, 4, , 
2021/7/12, , 9, 24, 5, , 
2021/7/13, , 6, 22, 4, , 
2021/7/14, , 5, 26, 3, , 
2021/7/15, , 7, 38, 4, , 
2021/7/16, , 7, 22, 7, , 
2021/7/17, , 22, 30, 3, , 
2021/7/18, , 15, 32, 4, , 
2021/7/19, , 14, 40, 4, , 
2021/7/20, , 19, 49, 6, , 
2021/7/21, , 18, 53, 6, , 
2021/7/22, , 21, 61, 6, , 
2021/7/23, , 20, 47, 5, , 
2021/7/24, , 25, 40, 2, , 
2021/7/25, , 10, 40, 4, , 
2021/7/26, , 8, 39, 3, , 
2021/7/27, , 10, 28, 5, , 
2021/7/28, , 11, 39, 3, , 
2021/7/29, , 15, 45, 5, , 
2021/7/30, , 14, 29, 2, , 
2021/7/31, , 9, 30, 2, , 
2021/8/1, , 7, 33, 2, , 
2021/8/2, , 7, 33, 3, , 
2021/8/3, , 7, 27, 2, , 
2021/8/4, , 7, 30, 2, , 
2021/8/5, , 4, 32, 3, , 
2021/8/6, , 7, 32, 4, , 
2021/8/7, , 9, 25, 1, , 
2021/8/8, , 4, 28, 3, , 
2021/8/9, , 10, 37, 4, , 
2021/8/10, , 10, 40, 5, , 
2021/8/11, , 17, 49, 6, , 
2021/8/12, , 22, 48, 5, , 
2021/8/13, , 24, 54, 5, , 
2021/8/14, , 23, 49, 5, , 
2021/8/15, , 26, 30, 3, , 
2021/8/16, , 17, 33, 2, , 
2021/8/17, , 6, 28, 3, , 
2021/8/18, , 13, 29, 4, , 
2021/8/19, , 7, 35, 6, , 
2021/8/20, , 11, 39, 6, , 
2021/8/21, , 17, 34, 2, , 
2021/8/22, , 9, 29, 2, , 
2021/8/23, , 4, 26, 2, , 
2021/8/24, , 10, 36, 3, , 
2021/8/25, , 8, 29, 5, , 
2021/8/26, , 12, 25, 3, , 
2021/8/27, , 6, 21, 3, , 
2021/8/28, , 9, 25, 2, , 
2021/8/29, , 6, 18, 4, , 
2021/8/30, , 4, 31, 4, , 
2021/8/31, , 8, 35, 4, , 
2021/9/1, , 10, 33, 4, , 
2021/9/2, , 11, 32, 6, , 
2021/9/3, , 16, 36, 6, , 
2021/9/4, , 16, 40, 6, , 
2021/9/5, , 19, 40, 5, , 
2021/9/6, , 13, 40, 3, , 
2021/9/7, , 17, 36, 3, , 
2021/9/8, , 17, 47, 3, , 
2021/9/9, , 17, 46, 2, , 
2021/9/10, , 16, 31, 2, , 
2021/9/11, , 12, 34, 2, , 
2021/9/12, , 9, 32, 3, , 
2021/9/13, , 16, 36, 5, , 
2021/9/14, , 14, 23, 8, , 
2021/9/15, , 17, 21, 5, , 
2021/9/16, , 9, 29, 7, , 
2021/9/17, , 7, 34, 5, , 
2021/9/18, , 10, 27, 5, , 
2021/9/19, , 7, 25, 4, , 
2021/9/20, , 9, 27, 6, , 
2021/9/21, , 14, 27, 8, , 
2021/9/22, , 18, 30, 5, , 
2021/9/23, , 8, 38, 6, , 
2021/9/24, , 13, 36, 7, , 
2021/9/25, , 10, 35, 6, , 
2021/9/26, , 17, 34, 6, , 
2021/9/27, , 11, 24, 4, , 
2021/9/28, , 10, 30, 4, , 
2021/9/29, , 8, 27, 4, , 
2021/9/30, , 6, 17, 6, , 
2021/4/1, , 22, 30, 3, , 
2021/4/2, , 19, 32, 3, , 
2021/4/3, , 5, 35, 7, , 
2021/4/4, , 11, 37, 4, , 
2021/4/5, , 10, 29, 3, , 
2021/4/6, , 5, 31, 3, , 
2021/4/7, , 6, 31, 5, , 
2021/4/8, , 10, 40, 8, , 
2021/4/9, , 13, 40, 5, , 
2021/4/10, , 17, 36, 7, , 
2021/4/11, , 8, 27, 5, , 
2021/4/12, , 4, 30, 6, , 
2021/4/13, , 8, 32, 7, , 
2021/4/14, , 8, 35, 8, , 
2021/4/15, , 12, 31, 8, , 
2021/4/16, , 14, 29, 6, , 
2021/4/17, , 16, 24, 4, , 
2021/4/18, , 16, 29, 8, , 
2021/4/19, , 15, 30, 8, , 
2021/4/20, , 16, 41, 8, , 
2021/4/21, , 15, 38, 7, , 
2021/4/22, , 18, 36, 10, , 
2021/4/23, , 14, 43, 10, , 
2021/4/24, , 21, 39, 6, , 
2021/4/25, , 15, 39, 5, , 
2021/4/26, , 12, 39, 4, , 
2021/4/27, , 19, 45, 6, , 
2021/4/28, , 20, 39, 4, , 
2021/4/29, , 9, 35, 4, , 
2021/4/30, , 13, 27, 3, , 
2021/5/1, , 11, 37, 2, , 
2021/5/2, , 7, 41, 4, , 
2021/5/3, , 7, 41, 4, , 
2021/5/4, , 8, 35, 3, , 
2021/5/5, , 4, 33, 4, , 
2021/5/6, , 7, 32, 3, , 
2021/5/7, , 3, 38, 6, , 
2021/5/8, , 8, 36, 4, , 
2021/5/9, , 6, 41, 3, , 
2021/5/10, , 12, 32, 5, , 
2021/5/11, , 10, 29, 4, , 
2021/5/12, , 7, 28, 3, , 
2021/5/13, , 8, 33, 3, , 
2021/5/14, , 4, 34, 1, , 
2021/5/15, , 4, 35, 1, , 
2021/5/16, , 6, 29, 1, , 
2021/5/17, , 5, 30, 2, , 
2021/5/18, , 2, 33, 4, , 
2021/5/19, , 9, 34, 2, , 
2021/5/20, , 5, 32, 5, , 
2021/5/21, , 4, 37, 1, , 
2021/5/22, , 5, 33, 1, , 
2021/5/23, , 6, 27, 3, , 
2021/5/24, , 6, 33, 1, , 
2021/5/25, , 6, 31, 3, , 
2021/5/26, , 7, 35, 2, , 
2021/5/27, , 3, 33, 4, , 
2021/5/28, , 12, 36, 3, , 
2021/5/29, , 6, 36, 4, , 
2021/5/30, , 9, 38, 3, , 
2021/5/31, , 8, 42, 4, , 
2021/6/1, , 10, 48, 7, , 
2021/6/2, , 16, 53, 7, , 
2021/6/3, , 19, 45, 6, , 
2021/6/4, , 16, 41, 2, , 
2021/6/5, , 7, 33, 1, , 
2021/6/6, , 3, 38, 2, , 
2021/6/7, , 7, 45, 4, , 
2021/6/8, , 14, 43, 5, , 
2021/6/9, , 18, 44, 3, , 
2021/6/10, , 13, 45, 4, , 
2021/6/11, , 10, 49, 3, , 
2021/6/12, , 16, 37, 2, , 
2021/6/13, , 9, 38, 4, , 
2021/6/14, , 10, 42, 7, , 
2021/6/15, , 15, 45, 5, , 
2021/6/16, , 14, 57, 7, , 
2021/6/17, , 16, 64, 9, , 
2021/6/18, , 24, 60, 5, , 
2021/6/19, , 29, 37, 4, , 
2021/6/20, , 31, 43, 2, , 
2021/6/21, , 21, 35, 3, , 
2021/6/22, , 15, 38, 2, , 
2021/6/23, , 12, 38, 3, , 
2021/6/24, , 6, 28, 3, , 
2021/6/25, , 6, 36, 4, , 
2021/6/26, , 13, 39, 3, , 
2021/6/27, , 15, 39, 3, , 
2021/6/28, , 12, 34, 2, , 
2021/6/29, , 6, 28, 3, , 
2021/6/30, , 4, 23, 3, , 
2021/1/4, , 15, 15, 9, , 
2021/1/5, , 18, 11, 8, , 
2021/1/6, , 19, 10, 10, , 
2021/1/7, , 10, 18, 7, , 
2021/1/8, , 10, 14, 10, , 
2021/1/9, , 14, 9, 13, , 
2021/1/10, , 16, 6, 17, , 
2021/1/11, , 21, 28, 7, , 
2021/1/12, , 8, 26, 6, , 
2021/1/13, , 6, 22, 9, , 
2021/1/14, , 6, 13, 14, , 
2021/1/15, , 15, 17, 9, , 
2021/1/16, , 15, 13, 12, , 
2021/1/17, , 14, 28, 6, , 
2021/1/18, , 5, 33, 8, , 
2021/1/19, , 2, 22, 18, , 
2021/1/20, , 14, 20, 22, , 
2021/1/21, , 17, 24, 13, , 
2021/1/22, , 6, 24, 7, , 
2021/1/23, , 5, 30, 3, , 
2021/1/24, , 5, 18, 14, , 
2021/1/25, , 9, 28, 5, , 
2021/1/26, , 6, 24, 10, , 
2021/1/27, , 6, 21, 6, , 
2021/1/28, , 2, 29, 2, , 
2021/1/29, , 2, 29, 2, , 
2021/1/30, , 4, 18, 3, , 
2021/1/31, , 11, 24, 7, , 
2021/2/1, , 14, 24, 5, , 
2021/2/2, , 1, 33, 7, , 
2021/2/3, , 2, 30, 5, , 
2021/2/4, , 5, 13, 13, , 
2021/2/5, , 14, 5, 11, , 
2021/2/6, , 22, 4, 7, , 
2021/2/7, , 16, 25, 7, , 
2021/2/8, , 4, 18, 7, , 
2021/2/9, , 15, 19, 8, , 
2021/2/10, , 21, 28, 10, , 
2021/2/11, , 13, 29, 11, , 
2021/2/12, , 12, 31, 4, , 
2021/2/13, , 9, 27, 9, , 
2021/2/14, , 14, 22, 16, , 
2021/2/15, , 17, 24, 11, , 
2021/2/16, , 10, 29, 8, , 
2021/2/17, , 7, 21, 11, , 
2021/2/18, , 10, 22, 10, , 
2021/2/19, , 11, 19, 8, , 
2021/2/20, , 18, 12, 8, , 
2021/2/21, , 19, 7, 8, , 
2021/2/22, , 13, 14, 14, , 
2021/2/23, , 26, 16, 16, , 
2021/2/24, , 49, 14, 16, , 
2021/2/25, , 57, 27, 11, , 
2021/2/26, , 52, 27, 4, , 
2021/2/27, , 13, 28, 4, , 
2021/2/28, , 12, 27, 10, , 
2021/3/1, , 12, 14, 13, , 
2021/3/2, , 23, 16, 19, , 
2021/3/3, , 30, 25, 13, , 
2021/3/4, , 26, 24, 4, , 
2021/3/5, , 8, 28, 4, , 
2021/3/6, , 5, 24, 7, , 
2021/3/7, , 19, 28, 8, , 
2021/3/8, , 17, 27, 7, , 
2021/3/9, , 15, 20, 8, , 
2021/3/10, , 25, 32, 6, , 
2021/3/11, , 4, 31, 2, , 
2021/3/12, , 4, 33, 1, , 
2021/3/13, , 3, 33, 1, , 
2021/3/14, , 3, 23, 5, , 
2021/3/15, , 3, 26, 5, , 
2021/3/16, , 5, 26, 7, , 
2021/3/17, , 8, 26, 6, , 
2021/3/18, , 11, 27, 5, , 
2021/3/19, , 8, 26, 4, , 
2021/3/20, , 7, 27, 4, , 
2021/3/21, , 10, 28, 6, , 
2021/3/22, , 14, 26, 9, , 
2021/3/23, , 17, 29, 14, , 
2021/3/24, , 19, 36, 10, , 
2021/3/25, , 15, 40, 12, , 
2021/3/26, , 25, 34, 4, , 
2021/3/27, , 7, 38, 5, , 
2021/3/28, , 9, 40, 11, , 
2021/3/29, , 17, 37, 12, , 
2021/3/30, , 23, 39, 14, , 
2021/3/31, , 27, 45, 9, , 
2020/10/1, , 11, 20, 7, , 
2020/10/2, , 9, 27, 2, , 
2020/10/3, , 4, 26, 6, , 
2020/10/4, , 5, 18, 7, , 
2020/10/5, , 5, 18, 5, , 
2020/10/6, , 4, 20, 3, , 
2020/10/7, , 4, 25, 5, , 
2020/10/8, , 4, 21, 6, , 
2020/10/9, , 7, 19, 5, , 
2020/10/10, , 8, 22, 4, , 
2020/10/11, , 6, 17, 7, , 
2020/10/12, , 8, 13, 10, , 
2020/10/13, , 9, 16, 10, , 
2020/10/14, , 9, 9, 8, , 
2020/10/15, , 7, 11, 9, , 
2020/10/16, , 6, 16, 6, , 
2020/10/17, , 8, 19, 6, , 
2020/10/18, , 10, 18, 7, , 
2020/10/19, , 11, 5, 11, , 
2020/10/20, , 15, 7, 13, , 
2020/10/21, , 19, 2, 16, , 
2020/10/22, , 22, 20, 11, , 
2020/10/23, , 21, 20, 5, , 
2020/10/24, , 8, 10, 5, , 
2020/10/25, , 15, 21, 6, , 
2020/10/26, , 5, 19, 9, , 
2020/10/27, , 8, 20, 8, , 
2020/10/28, , 8, 21, 5, , 
2020/10/29, , 6, 19, 4, , 
2020/10/30, , 4, 14, 6, , 
2020/10/31, , 9, 12, 8, , 
2020/11/1, , 13, 18, 7, , 
2020/11/2, , 10, 18, 8, , 
2020/11/3, , 6, 16, 6, , 
2020/11/4, , 12, 12, 8, , 
2020/11/5, , 9, 5, 8, , 
2020/11/6, , 14, 3, 6, , 
2020/11/7, , 11, 2, 6, , 
2020/11/8, , 9, 1, 7, , 
2020/11/9, , 8, 1, 8, , 
2020/11/10, , 8, 2, 8, , 
2020/11/11, , 15, 13, 8, , 
2020/11/12, , 12, 14, 12, , 
2020/11/13, , 14, 11, 9, , 
2020/11/14, , 11, 11, 8, , 
2020/11/15, , 11, 23, 5, , 
2020/11/16, , 7, 21, 9, , 
2020/11/17, , 11, 5, 11, , 
2020/11/18, , 19, 22, 8, , 
2020/11/19, , 9, 22, 6, , 
2020/11/20, , 9, 19, 11, , 
2020/11/21, , 12, 8, 14, , 
2020/11/22, , 14, 10, 15, , 
2020/11/23, , 21, 11, 6, , 
2020/11/24, , 12, 5, 9, , 
2020/11/25, , 17, 2, 13, , 
2020/11/26, , 13, 2, 10, , 
2020/11/27, , 11, 11, 9, , 
2020/11/28, , 14, 17, 4, , 
2020/11/29, , 12, 5, 11, , 
2020/11/30, , 16, 4, 12, , 
2020/12/1, , 12, 10, 8, , 
2020/12/2, , 23, 10, 13, , 
2020/12/3, , 18, 15, 13, , 
2020/12/4, , 16, 7, 14, , 
2020/12/5, , 18, 11, 11, , 
2020/12/6, , 12, 14, 10, , 
2020/12/7, , 4, 3, 15, , 
2020/12/8, , 12, 2, 12, , 
2020/12/9, , 15, 4, 11, , 
2020/12/10, , 7, 5, 9, , 
2020/12/11, , 11, 16, 9, , 
2020/12/12, , 9, 14, 5, , 
2020/12/13, , 4, 5, 9, , 
2020/12/14, , 8, , 9, , 
2020/12/15, , 12, , 8, , 
2020/12/16, , 13, 1, 10, , 
2020/12/17, , 10, 2, 9, , 
2020/12/18, , 9, 2, 10, , 
2020/12/19, , 9, 4, 9, , 
2020/12/20, , 13, 4, 10, , 
2020/12/21, , 12, 20, 3, , 
2020/12/22, , 3, 18, 10, , 
2020/12/23, , 3, 27, 2, , 
2020/12/24, , 1, 22, 2, , 
2020/12/25, , 2, 26, 4, , 
2020/12/26, , 3, 15, 8, , 
2020/12/27, , 8, 18, 12, , 
2020/12/28, , 12, 22, 10, , 
2020/12/29, , 5, 22, 10, , 
2020/12/30, , 7, 16, 9, , 
2020/12/31, , 11, 14, 13, , 
2021/1/1, , 27, 10, 7, , 
2021/1/2, , 26, 11, 7, , 
2021/1/3, , 18, 12, 6, , 
2020/7/1, , 11, 26, 3, , 
2020/7/2, , 7, 32, 3, , 
2020/7/3, , 7, 38, 3, , 
2020/7/4, , 9, 29, 2, , 
2020/7/5, , 8, 30, 2, , 
2020/7/6, , 8, 35, 4, , 
2020/7/7, , 11, 38, 4, , 
2020/7/8, , 13, 36, 4, , 
2020/7/9, , 13, 44, 4, , 
2020/7/10, , 14, 24, 2, , 
2020/7/11, , 8, 36, 2, , 
2020/7/12, , 7, 39, 4, , 
2020/7/13, , 8, 41, 6, , 
2020/7/14, , 12, 40, 6, , 
2020/7/15, , 15, 19, 4, , 
2020/7/16, , 7, 35, 3, , 
2020/7/17, , 8, 32, 6, , 
2020/7/18, , 12, 43, 2, , 
2020/7/19, , 10, 47, 5, , 
2020/7/20, , 12, 45, 8, , 
2020/7/21, , 19, 48, 7, , 
2020/7/22, , 18, 45, 7, , 
2020/7/23, , 19, 45, 5, , 
2020/7/24, , 13, 38, 3, , 
2020/7/25, , 14, 26, 4, , 
2020/7/26, , 10, 32, 2, , 
2020/7/27, , 6, 38, 4, , 
2020/7/28, , 13, 38, 4, , 
2020/7/29, , 15, 56, 7, , 
2020/7/30, , 28, 67, 9, , 
2020/7/31, , 32, 64, 6, , 
2020/8/1, , 30, 38, 4, , 
2020/8/2, , 13, 24, 4, , 
2020/8/3, , 10, 21, 4, , 
2020/8/4, , 6, 31, 3, , 
2020/8/5, , 7, 39, 4, , 
2020/8/6, , 10, 44, 5, , 
2020/8/7, , 17, 48, 6, , 
2020/8/8, , 23, 49, 6, , 
2020/8/9, , 24, 46, 7, , 
2020/8/10, , 25, 49, 7, , 
2020/8/11, , 23, 45, 6, , 
2020/8/12, , 35, 37, 6, , 
2020/8/13, , 23, 38, 3, , 
2020/8/14, , 12, 42, 3, , 
2020/8/15, , 11, 39, 5, , 
2020/8/16, , 11, 38, 3, , 
2020/8/17, , 7, 25, 6, , 
2020/8/18, , 7, 37, 4, , 
2020/8/19, , 5, 39, 5, , 
2020/8/20, , 8, 53, 6, , 
2020/8/21, , 15, 27, 5, , 
2020/8/22, , 13, 28, 3, , 
2020/8/23, , 7, 31, 6, , 
2020/8/24, , 8, 36, 7, , 
2020/8/25, , 9, 33, 2, , 
2020/8/26, , 9, 34, 5, , 
2020/8/27, , 13, 38, 5, , 
2020/8/28, , 11, 21, 4, , 
2020/8/29, , 5, 28, 3, , 
2020/8/30, , 6, 22, 5, , 
2020/8/31, , 5, 23, 5, , 
2020/9/1, , 9, 27, 6, , 
2020/9/2, , 8, 36, 7, , 
2020/9/3, , 7, 33, 6, , 
2020/9/4, , 10, 41, 6, , 
2020/9/5, , 13, 26, 4, , 
2020/9/6, , 13, 17, 7, , 
2020/9/7, , 13, 24, 5, , 
2020/9/8, , 10, 29, 9, , 
2020/9/9, , 12, 35, 8, , 
2020/9/10, , 13, 32, 6, , 
2020/9/11, , 16, 41, 8, , 
2020/9/12, , 17, 40, 7, , 
2020/9/13, , 15, 31, 7, , 
2020/9/14, , 19, 43, 8, , 
2020/9/15, , 23, 56, 8, , 
2020/9/16, , 34, 39, 9, , 
2020/9/17, , 29, 28, 4, , 
2020/9/18, , 11, 25, 7, , 
2020/9/19, , 15, 31, 6, , 
2020/9/20, , 18, 34, 9, , 
2020/9/21, , 17, 32, 10, , 
2020/9/22, , 20, 23, 7, , 
2020/9/23, , 10, 26, 7, , 
2020/9/24, , 7, 25, 4, , 
2020/9/25, , 4, 19, 2, , 
2020/9/26, , 3, 23, 2, , 
2020/9/27, , 3, 7, 12, , 
2020/9/28, , 8, 14, 6, , 
2020/9/29, , 7, 20, 7, , 
2020/9/30, , 10, 13, 10, , 
2020/4/1, , 19, 38, 15, , 
2020/4/2, , 23, 40, 9, , 
2020/4/3, , 24, 38, 6, , 
2020/4/4, , 18, 37, 3, , 
2020/4/5, , 16, 45, 9, , 
2020/4/6, , 19, 49, 13, , 
2020/4/7, , 24, 48, 10, , 
2020/4/8, , 25, 54, 12, , 
2020/4/9, , 24, 54, 8, , 
2020/4/10, , 24, 43, 7, , 
2020/4/11, , 16, 48, 6, , 
2020/4/12, , 18, 45, 3, , 
2020/4/13, , 14, 34, 4, , 
2020/4/14, , 12, 36, 7, , 
2020/4/15, , 18, 45, 11, , 
2020/4/16, , 23, 53, 10, , 
2020/4/17, , 22, 47, 8, , 
2020/4/18, , 32, 40, 3, , 
2020/4/19, , 23, 38, 2, , 
2020/4/20, , 15, 41, 2, , 
2020/4/21, , 15, 42, 3, , 
2020/4/22, , 14, 45, 4, , 
2020/4/23, , 16, 56, 8, , 
2020/4/24, , 20, 52, 4, , 
2020/4/25, , 20, 45, 3, , 
2020/4/26, , 11, 39, 7, , 
2020/4/27, , 13, 37, 7, , 
2020/4/28, , 13, 27, 4, , 
2020/4/29, , 5, 32, 3, , 
2020/4/30, , 4, 31, 1, , 
2020/5/1, , 4, 29, 2, , 
2020/5/2, , 5, 39, 2, , 
2020/5/3, , 5, 27, 5, , 
2020/5/4, , 7, 24, 5, , 
2020/5/5, , 12, 40, 5, , 
2020/5/6, , 7, 40, 11, , 
2020/5/7, , 15, 50, 10, , 
2020/5/8, , 12, 45, 8, , 
2020/5/9, , 18, 37, 4, , 
2020/5/10, , 16, 27, 6, , 
2020/5/11, , 13, 29, 2, , 
2020/5/12, , 4, 22, 5, , 
