date, pm25, pm10, o3, no2, so2, co
2018/5/12, , 14, 50, 6, 1, 
2018/5/13, , 13, 42, 5, 1, 
2018/5/14, , 14, 39, 7, 2, 
2018/5/15, , 10, 34, 7, 2, 
2018/5/16, , 8, 34, 6, 1, 
2018/5/17, , 9, 43, 9, 1, 
2018/5/18, , 21, 42, 9, 1, 
2018/5/19, , 16, 40, 3, 1, 
2018/5/20, , 10, 45, 4, 1, 
2018/5/21, , 9, 44, 7, 1, 
2018/5/22, , 9, 47, 7, 1, 
2018/5/23, , 11, 36, 8, 1, 
2018/5/24, , 10, 42, 6, , 
2018/5/25, , 9, 45, 6, , 
2018/5/26, , 9, 50, 7, , 
2018/5/27, , 12, 42, 7, , 
2018/5/28, , 16, 44, 7, , 
2018/5/29, , 16, 44, 5, , 
2018/5/30, , 14, 46, 4, , 
2018/5/31, , 12, 44, 4, , 
2018/6/1, , 5, 43, 5, , 
2018/6/2, , 7, 45, 3, , 
2018/6/3, , 8, 52, 7, , 
2018/6/4, , 10, 60, 7, , 
2018/6/5, , 12, 56, 7, , 
2018/6/6, , 10, 46, 8, , 
2018/6/7, , 8, 43, 8, , 
2018/6/8, , 11, 48, 3, , 
2018/6/9, , 8, 51, 4, , 
2018/6/10, , 7, 38, 7, , 
2018/6/11, , 15, 35, 6, , 
2018/6/12, , 6, 24, 8, , 
2018/6/13, , 8, 35, 5, , 
2018/6/14, , 6, 46, 5, , 
2018/6/15, , 8, 53, 7, , 
2018/6/16, , 12, 41, 8, , 
2018/6/17, , 13, 38, 5, , 
2018/6/18, , 6, 36, 8, , 
2018/6/19, , 8, 40, 6, , 
2018/6/20, , 15, 48, 8, , 
2018/6/21, , 14, 35, 4, , 
2018/6/22, , 8, 35, 5, , 
2018/6/23, , 10, 34, 3, , 
2018/6/24, , 7, 29, 6, , 
2018/6/25, , 5, 35, 7, , 
2018/6/26, , 8, 38, 7, , 
2018/6/27, , 6, 25, 11, , 
2018/6/28, , 6, 39, 8, , 
2018/6/29, , 15, 53, 5, , 
2018/6/30, , 15, 41, 2, , 
2018/1/1, , 36, 29, 4, 5, 
2018/1/2, , 11, 31, 5, 6, 
2018/1/3, , 6, 30, 5, 9, 
2018/1/4, , 4, 28, 8, 11, 
2018/1/5, , 4, 18, 10, 12, 
2018/1/6, , 6, 9, 10, 12, 
2018/1/7, , 10, 10, 6, 7, 
2018/1/8, , 14, 19, 12, 13, 
2018/1/9, , 9, 5, 18, 20, 
2018/1/10, , 14, 10, 15, 16, 
2018/1/11, , 20, 16, 7, 8, 
2018/1/12, , 19, 11, 6, 8, 
2018/1/13, , 18, 10, 5, 5, 
2018/1/14, , 12, 5, 13, 15, 
2018/1/15, , 12, 26, 6, 5, 
2018/1/16, , 8, 30, 4, 5, 
2018/1/17, , 2, 29, 3, 4, 
2018/1/18, , 3, 29, 6, 9, 
2018/1/19, , 2, 29, 5, 6, 
2018/1/20, , 4, 21, 8, 8, 
2018/1/21, , 5, 16, 13, 16, 
2018/1/22, , 8, 19, 14, 19, 
2018/1/23, , 8, 16, 16, 19, 
2018/1/24, , 8, 15, 22, 23, 
2018/1/25, , 10, 3, 18, 18, 
2018/1/26, , 17, 1, 14, 14, 
2018/1/27, , 29, 24, 6, 5, 
2018/1/28, , 23, 20, 7, 10, 
2018/1/29, , 5, 20, 10, 13, 
2018/1/30, , 5, 26, 12, 13, 
2018/1/31, , 9, 24, 11, 15, 
2018/2/1, , 7, 24, 8, 10, 
2018/2/2, , 5, 18, 8, 8, 
2018/2/3, , 8, 22, 9, , 
2018/2/4, , 10, 15, 10, 15, 
2018/2/5, , 12, 15, 9, 11, 
2018/2/6, , 17, 6, 14, 16, 
2018/2/7, , 29, 4, 18, 20, 
2018/2/8, , 42, 10, 15, 15, 
2018/2/9, , 46, 18, 15, 15, 
2018/2/10, , 32, 22, 8, , 
2018/2/11, , 16, 24, 8, 11, 
2018/2/12, , 6, 24, 11, 15, 
2018/2/13, , 7, 21, 16, 17, 
2018/2/14, , 16, 19, 19, 20, 
2018/2/15, , 21, 17, 19, 20, 
2018/2/16, , 13, 14, 11, 11, 
2018/2/17, , 11, 24, 8, 8, 
2018/2/18, , 15, 16, 15, 17, 
2018/2/19, , 17, 6, 23, 24, 
2018/2/20, , 21, , , , 
2018/2/25, , 14, , , , 
2018/2/26, , 20, , , , 
2018/2/27, , 27, 25, 12, , 
2018/2/28, , 34, 34, 10, , 
2018/3/1, , 36, 34, 12, , 
2018/3/2, , 51, 26, 16, , 
2018/3/3, , 53, 30, 10, , 
2018/3/4, , 38, 28, 16, , 
2018/3/5, , 34, 18, 15, , 
2018/3/6, , 55, 30, 7, , 
2018/3/7, , 9, 35, 9, , 
2018/3/8, , 5, 31, 15, , 
2018/3/9, , 11, 30, 16, , 
2018/3/10, , 14, 23, 10, , 
2018/3/11, , 9, 31, 8, , 
2018/3/12, , 9, 33, 3, , 
2018/3/13, , 3, 23, 8, , 
2018/3/14, , 7, 18, 10, , 
2018/3/15, , 10, 32, 10, , 
2018/3/16, , 7, 18, 10, , 
2018/3/17, , 16, 31, 3, , 
2018/3/18, , 17, 26, 6, , 
2018/3/19, , 24, 37, 11, , 
2018/3/20, , 20, 30, 14, , 
2018/3/21, , 16, 30, 13, , 
2018/3/22, , 15, 23, 11, , 
2018/3/23, , 16, 30, 8, , 
2018/3/24, , 18, 36, 14, , 
2018/3/25, , 19, 25, 19, , 
2018/3/26, , 36, 30, 9, , 
2018/3/27, , 32, 28, 6, , 
2018/3/28, , 6, 33, 5, , 
2018/3/29, , 4, 31, 8, , 
2018/3/30, , 7, 33, 4, , 
2018/3/31, , 5, 31, 4, , 
2017/10/1, , 15, 21, 6, 8, 
2017/10/2, , 8, 27, 4, 4, 
2017/10/3, , 4, 24, 10, 10, 
2017/10/4, , 7, 34, 5, 6, 
2017/10/5, , 8, 25, 5, 7, 
2017/10/6, , 7, 25, 5, 6, 
2017/10/8, , 5, 17, 8, 11, 
2017/10/9, , 6, 24, 8, 9, 
2017/10/10, , 8, 27, 12, 13, 
2017/10/11, , 8, 26, 10, 11, 
2017/10/12, , 12, 25, 12, 13, 
2017/10/13, , 12, 22, 10, 8, 
2017/10/14, , 16, 14, 9, 10, 
2017/10/15, , 16, 19, 14, 17, 
2017/10/16, , 14, 16, 16, 18, 
2017/10/17, , 21, 17, 16, 20, 
2017/10/18, , 23, 15, 14, 17, 
2017/10/19, , 24, 34, 11, 12, 
2017/10/20, , 19, 22, 11, 12, 
2017/10/21, , 18, 26, 4, 3, 
2017/10/22, , 12, 20, 5, 6, 
2017/10/23, , 5, 24, 9, 10, 
2017/10/24, , 6, 18, 13, 16, 
2017/10/25, , 8, 12, 13, 14, 
2017/10/26, , 13, 21, 11, 11, 
2017/10/27, , 17, 27, 5, 5, 
2017/10/28, , 10, 29, 4, 5, 
2017/10/29, , 7, 23, 6, 6, 
2017/10/30, , 10, 23, 10, 9, 
2017/10/31, , 13, 14, 11, 10, 
2017/11/1, , 14, 29, 10, 11, 
2017/11/2, , 13, 18, 11, 14, 
2017/11/3, , 17, 18, 13, 16, 
2017/11/4, , 14, 20, 8, 7, 
2017/11/5, , 13, 21, 10, 14, 
2017/11/6, , 9, 14, 8, 11, 
2017/11/7, , 13, 6, 10, 12, 
2017/11/8, , 13, 1, 12, 14, 
2017/11/9, , 10, 19, 8, 10, 
2017/11/10, , 13, 25, 4, 7, 
2017/11/11, , 7, 25, 3, 3, 
2017/11/12, , 3, 21, 10, 14, 
2017/11/13, , 5, 6, 17, 20, 
2017/11/14, , 12, 11, 8, 9, 
2017/11/15, , 16, 11, 11, 14, 
2017/11/16, , 19, 9, 13, 17, 
2017/11/17, , 21, 19, 11, 12, 
2017/11/18, , 22, 25, 4, 4, 
2017/11/19, , 9, 30, 7, 10, 
2017/11/20, , 5, 27, 5, 7, 
2017/11/21, , 5, 19, 14, 27, 
2017/11/22, , 9, 15, 19, 23, 
2017/11/23, , 15, 11, 18, 22, 
2017/11/24, , 13, 23, 11, 10, 
2017/11/25, , 15, 23, 4, 4, 
2017/11/26, , 8, 30, 5, 7, 
2017/11/27, , 5, 23, 8, 10, 
2017/11/28, , 4, 23, 13, 18, 
2017/11/29, , 7, 15, 11, 12, 
2017/11/30, , 10, 11, 16, 21, 
2017/12/1, , 8, 16, 8, 7, 
2017/12/2, , 16, 19, 5, 6, 
2017/12/3, , 12, 23, 7, 10, 
2017/12/4, , 9, 23, 8, 11, 
2017/12/5, , 8, 23, 8, 9, 
2017/12/6, , 10, 20, 15, 21, 
2017/12/7, , 11, 26, 9, 11, 
2017/12/8, , 7, 25, 5, 6, 
2017/12/9, , 5, 30, 7, 8, 
2017/12/10, , 6, 13, 18, 23, 
2017/12/11, , 5, 27, 7, 9, 
2017/12/12, , 5, 20, 13, 17, 
2017/12/13, , 6, 31, 6, 7, 
2017/12/14, , 4, 29, 7, 8, 
2017/12/15, , 3, 18, 12, 12, 
2017/12/16, , 7, 19, 6, 6, 
2017/12/17, , 11, 19, 16, 21, 
2017/12/18, , 7, 8, 19, 21, 
2017/12/19, , 14, 13, 13, 16, 
2017/12/20, , 16, 14, 14, 18, 
2017/12/21, , 10, 11, 12, 13, 
2017/12/22, , 7, 17, 8, 8, 
2017/12/23, , 6, 17, 5, 5, 
2017/12/24, , 7, 9, 9, 12, 
2017/12/25, , 9, 21, 12, 14, 
2017/12/26, , 8, 11, 18, 21, 
2017/12/27, , 10, 20, 5, 7, 
2017/12/28, , 8, 24, 8, 10, 
2017/12/29, , 5, 30, 6, 8, 
2017/12/30, , 5, 7, 16, , 
2017/12/31, , 9, 32, 6, 4, 
2017/7/1, , 5, 27, 2, 2, 
2017/7/2, , 6, 37, 5, 5, 
2017/7/3, , 7, 39, 7, 7, 
2017/7/4, , 8, 49, 9, 7, 
2017/7/5, , 13, 54, 11, 9, 
2017/7/6, , 18, 52, 10, 9, 
2017/7/7, , 19, 46, 5, 6, 
2017/7/8, , 17, 34, 4, 3, 
2017/7/9, , 15, 39, 5, 6, 
2017/7/10, , 12, 34, 2, 3, 
2017/7/11, , 8, 31, 5, 7, 
2017/7/12, , 6, 37, 4, 4, 
2017/7/14, , 11, 29, 5, 5, 
2017/7/15, , 10, 40, 5, 4, 
2017/7/16, , 9, 46, 7, 5, 
2017/7/17, , 10, 47, 7, 6, 
2017/7/18, , 16, 60, 7, 7, 
2017/7/19, , 17, 46, 7, 9, 
2017/7/20, , 18, 45, 5, 5, 
2017/7/21, , 14, 49, 4, 4, 
2017/7/22, , 9, 32, 5, 2, 
2017/7/23, , 12, 25, 5, 6, 
2017/7/24, , 10, 27, 4, 5, 
2017/7/25, , 5, 27, 4, 6, 
2017/7/26, , 4, 25, 6, 7, 
2017/7/27, , 6, 29, 5, 5, 
2017/7/28, , 8, 37, 6, 5, 
2017/7/29, , 9, 37, 5, 3, 
2017/7/30, , 11, 40, 6, 7, 
2017/7/31, , 10, 52, 7, 9, 
2017/8/1, , 19, 46, 6, 6, 
2017/8/2, , 20, 42, 11, 9, 
2017/8/3, , 23, 36, 8, 7, 
2017/8/4, , 29, 35, 5, 4, 
2017/8/5, , 13, 26, 4, 4, 
2017/8/6, , 9, 36, 4, 4, 
2017/8/7, , 9, 38, 7, 8, 
2017/8/8, , 11, 39, 4, 5, 
2017/8/9, , 8, 29, 8, 9, 
2017/8/10, , 12, 29, 6, 8, 
2017/8/11, , 10, 31, 3, 3, 
2017/8/12, , 4, 29, 4, 4, 
2017/8/13, , 6, 31, 5, 4, 
2017/8/14, , 7, 40, 5, 4, 
2017/8/15, , 8, 41, 4, 5, 
2017/8/16, , 10, 44, 6, 6, 
2017/8/17, , 12, 42, 6, 5, 
2017/8/18, , 18, 25, 4, 4, 
2017/8/19, , 10, 32, 4, 3, 
2017/8/20, , 7, 32, 8, 9, 
2017/8/21, , 9, 39, 7, 6, 
2017/8/22, , 11, 46, 7, 7, 
2017/8/23, , 14, 47, 6, 7, 
2017/8/24, , 16, 44, 6, 8, 
2017/8/25, , 12, 45, 7, 5, 
2017/8/26, , 15, 34, 6, 5, 
2017/8/27, , 16, 33, 11, 11, 
2017/8/28, , 20, 38, 7, 5, 
2017/8/29, , 18, 37, 7, 6, 
2017/8/30, , 15, 30, 8, 8, 
2017/8/31, , 19, 22, 8, 10, 
2017/9/1, , 9, 25, 4, 4, 
2017/9/2, , 6, 29, 4, 4, 
2017/9/3, , 8, 29, 7, 8, 
2017/9/4, , 6, 29, 9, 9, 
2017/9/5, , 8, , , , 
2017/9/10, , 4, 25, 7, 8, 
2017/9/11, , 5, 24, 5, 8, 
2017/9/12, , 5, 23, 4, 6, 
2017/9/13, , 4, 30, 5, 7, 
2017/9/15, , 5, 23, 9, 8, 
2017/9/16, , 9, 27, 6, 5, 
2017/9/17, , 9, 24, 8, 8, 
2017/9/18, , 6, 20, 11, 12, 
2017/9/19, , 8, 22, 9, 12, 
2017/9/20, , 10, 28, 11, 12, 
2017/9/21, , 10, 10, 14, 17, 
2017/9/22, , 12, 27, 9, 9, 
2017/9/23, , 16, 31, 9, 9, 
2017/9/24, , 23, 28, 9, 10, 
2017/9/25, , 15, 21, 11, 11, 
2017/9/26, , 19, 17, 13, 15, 
2017/9/27, , 17, 15, 13, 15, 
2017/9/28, , 20, 19, 13, 15, 
2017/9/29, , 20, 15, 10, 9, 
2017/9/30, , 24, 24, 5, 4, 
2017/4/1, , 23, 42, 7, 5, 
2017/4/2, , 19, 32, 10, 12, 
2017/4/3, , 22, 27, 11, 13, 
2017/4/4, , 23, 25, 17, 19, 
2017/4/5, , 17, 31, 8, 9, 
2017/4/6, , 15, 31, 9, 9, 
2017/4/7, , 11, 35, 8, 9, 
2017/4/8, , 24, 44, 10, 9, 
2017/4/9, , 23, 46, 10, 9, 
2017/4/10, , 16, 34, 7, 8, 
2017/4/11, , 17, 40, 11, 9, 
2017/4/12, , 19, 34, 7, 7, 
2017/4/13, , 14, 34, 7, 5, 
2017/4/14, , 12, 33, 7, 7, 
2017/4/15, , 12, 32, 4, 4, 
2017/4/16, , 10, 31, 3, 4, 
2017/4/17, , 8, 29, 7, 9, 
2017/4/18, , 6, 31, 7, 7, 
2017/4/19, , 9, 35, 8, 9, 
2017/4/20, , 10, 41, 10, 8, 
2017/4/21, , 12, 31, 7, 8, 
2017/4/22, , 11, 33, 5, 5, 
2017/4/23, , 12, 33, 13, 11, 
2017/4/24, , 10, 29, 12, 14, 
2017/4/25, , 14, 21, 13, 18, 
2017/4/26, , 11, 15, 13, 14, 
2017/4/27, , 7, 22, 16, 22, 
2017/4/28, , 7, 37, 6, 8, 
2017/4/29, , 11, 38, 7, 6, 
2017/4/30, , 9, 31, 6, 7, 
2017/5/1, , 9, 33, 5, 6, 
2017/5/2, , 5, 30, 11, 12, 
2017/5/3, , 8, 33, 11, 12, 
2017/5/4, , 16, 37, 7, 8, 
2017/5/5, , 11, 41, 7, 6, 
2017/5/6, , 9, 31, 3, 3, 
2017/5/7, , 6, 25, 7, 10, 
2017/5/8, , 4, 32, 7, 8, 
2017/5/9, , 11, 38, 7, 7, 
2017/5/10, , 8, 41, 9, 8, 
2017/5/11, , 9, 42, 6, 5, 
2017/5/12, , 11, 38, 4, 4, 
2017/5/13, , 7, 32, 8, 5, 
2017/5/14, , 8, 29, 6, 8, 
2017/5/15, , 6, 43, 6, 5, 
2017/5/16, , 7, 42, 7, 6, 
2017/5/17, , 11, 62, 8, 9, 
2017/5/18, , 13, 36, 10, 9, 
2017/5/19, , 22, 35, 4, 5, 
2017/5/20, , 10, 35, 4, 4, 
2017/5/21, , 6, 40, 6, 7, 
2017/5/22, , 12, 48, 9, 8, 
2017/5/23, , 14, 35, 7, 7, 
2017/5/24, , 13, 37, 4, 3, 
2017/5/25, , 19, 45, 8, 7, 
2017/5/26, , 10, 42, 6, 5, 
2017/5/27, , 11, 48, 5, 4, 
2017/5/28, , 14, 58, 11, 10, 
2017/5/29, , 14, 58, 8, 7, 
2017/5/30, , 16, 46, 5, 6, 
2017/5/31, , 15, 44, 8, 16, 
2017/6/1, , 14, 42, 9, 11, 
2017/6/2, , 16, 54, 6, 4, 
2017/6/3, , 15, 35, 3, 2, 
2017/6/4, , 11, 31, 4, 4, 
2017/6/5, , 9, 25, 7, 8, 
2017/6/6, , 27, 28, 4, 4, 
2017/6/7, , 7, 37, 8, 6, 
2017/6/8, , 7, 40, 7, 6, 
2017/6/9, , 10, 40, 4, 4, 
2017/6/10, , 9, 45, 6, 4, 
2017/6/11, , 10, 39, 6, 6, 
2017/6/12, , 11, 45, 6, 7, 
2017/6/13, , 11, 51, 7, 6, 
2017/6/14, , 14, 60, 7, 5, 
2017/6/15, , 17, 42, 3, 3, 
2017/6/16, , 14, 38, 3, 3, 
2017/6/17, , 12, 40, 3, 2, 
2017/6/18, , 11, 50, 6, 5, 
2017/6/19, , 10, 60, 8, 8, 
2017/6/20, , 17, 66, 8, 7, 
2017/6/21, , 23, 77, 8, 8, 
2017/6/22, , 20, 63, 4, 4, 
2017/6/23, , 23, 48, 4, 4, 
2017/6/24, , 25, 36, 4, 4, 
2017/6/25, , 21, 42, 6, 4, 
2017/6/26, , 12, 43, 5, 5, 
2017/6/27, , 8, 42, 6, 7, 
2017/6/28, , 10, 35, 4, 5, 
2017/6/29, , 7, 33, 4, 6, 
2017/6/30, , 4, 31, 5, 4, 
2017/1/2, , 109, 19, 10, 12, 
2017/1/3, , 19, 28, 5, 6, 
2017/1/4, , 8, 25, 9, 11, 
2017/1/5, , 6, 23, 16, 17, 
2017/1/6, , 10, 8, 29, 32, 
2017/1/7, , 24, 24, 10, 12, 
2017/1/8, , 18, 17, 16, 19, 
2017/1/9, , 16, 16, 20, 25, 
2017/1/10, , 17, 25, 15, 17, 
2017/1/11, , 26, 24, 10, 11, 
2017/1/12, , 10, 28, 5, 5, 
2017/1/13, , 6, 27, 5, 6, 
2017/1/14, , 4, 26, 6, 6, 
2017/1/15, , 6, 20, 14, 17, 
2017/1/16, , 8, 18, 14, 14, 
2017/1/17, , 12, 25, 6, 6, 
2017/1/18, , 15, 22, 16, 19, 
2017/1/19, , 29, 13, 29, 30, 
2017/1/20, , 48, 6, 34, 35, 
2017/1/21, , 58, 8, 37, 39, 
2017/1/22, , 71, 3, 44, 48, 
2017/1/23, , 76, 11, 35, 35, 
2017/1/24, , 72, 22, 15, 12, 
2017/1/25, , 58, 24, 12, 13, 
2017/1/26, , 23, 8, 30, 32, 
2017/1/27, , 34, 12, 26, 26, 
2017/1/28, , 46, 8, 30, 30, 
2017/1/29, , 57, 4, 34, 39, 
2017/1/30, , 50, 24, 14, 20, 
2017/1/31, , 17, 15, 10, 12, 
2017/2/1, , 13, 3, 15, 17, 
2017/2/2, , 17, 1, 20, 23, 
2017/2/3, , 20, 30, 10, 11, 
2017/2/4, , 13, 33, 7, 8, 
2017/2/5, , 5, 13, 15, 17, 
2017/2/6, , 12, 14, 13, 16, 
2017/2/7, , 24, 25, 8, 7, 
2017/2/8, , 30, 21, 5, 6, 
2017/2/9, , 24, 14, 12, 15, 
2017/2/10, , 43, 11, 13, 12, 
2017/2/11, , 49, 17, 4, 3, 
2017/2/12, , 41, 23, 6, 8, 
2017/2/13, , 37, 15, 17, 21, 
2017/2/14, , 38, 4, 28, 29, 
2017/2/15, , 43, 12, 27, 25, 
2017/2/16, , 35, 23, 13, 15, 
2017/2/17, , 23, 18, 8, 9, 
2017/2/18, , 11, 23, 10, 9, 
2017/2/19, , 16, 29, 5, 7, 
2017/2/20, , 12, 28, 4, 5, 
2017/2/21, , 7, 23, 2, 2, 
2017/2/22, , 3, 30, 4, 5, 
2017/2/23, , 6, 30, 5, 6, 
2017/2/24, , 8, 27, 9, 9, 
2017/2/25, , 10, 31, 14, 9, 
2017/2/26, , 11, 29, 19, 19, 
2017/2/27, , 12, 33, 10, 10, 
2017/2/28, , 16, 34, 5, 6, 
2017/3/1, , 3, 33, 5, 6, 
2017/3/2, , 4, 25, 14, 16, 
2017/3/3, , 8, 34, 10, 9, 
2017/3/4, , 9, 34, 3, 4, 
2017/3/5, , 5, 35, 5, 6, 
2017/3/6, , 4, 25, 7, 9, 
2017/3/7, , 8, 32, 8, 10, 
2017/3/8, , 8, 25, 9, 12, 
2017/3/9, , 4, 31, 9, 10, 
2017/3/10, , 5, 29, 13, 10, 
2017/3/11, , 13, 34, 7, 5, 
2017/3/12, , 12, 25, 15, 17, 
2017/3/13, , 15, 27, 22, 20, 
2017/3/14, , 24, 21, 20, 20, 
2017/3/15, , 32, 32, 16, 16, 
2017/3/16, , 38, 40, 12, 12, 
2017/3/17, , 25, 33, 3, 4, 
2017/3/18, , 20, 24, 3, 3, 
2017/3/19, , 4, 23, 8, 11, 
2017/3/20, , 6, 28, 9, 8, 
2017/3/21, , 9, 23, 9, 11, 
2017/3/22, , 10, 20, 6, 7, 
2017/3/23, , 13, 16, 7, 8, 
2017/3/24, , 15, 33, 5, 5, 
2017/3/25, , 16, 36, 5, 4, 
2017/3/26, , 12, 31, 10, 10, 
2017/3/27, , 9, 34, 17, 16, 
2017/3/28, , 15, 42, 12, 10, 
2017/3/29, , 21, 38, 17, 14, 
2017/3/30, , 19, 34, 17, 19, 
2017/3/31, , 21, 51, 13, 10, 
2016/10/1, , 15, 23, 6, 6, 
2016/10/2, , 10, 24, 5, 5, 
2016/10/4, , 10, 21, 8, 9, 
2016/10/5, , 9, 9, 11, 13, 
2016/10/6, , 8, 6, 7, 7, 
2016/10/7, , 8, 6, 9, 11, 
2016/10/8, , 8, 24, 7, 5, 
2016/10/9, , 11, 15, 9, 9, 
2016/10/10, , 10, 15, 10, 12, 
2016/10/11, , 10, 15, 10, 13, 
2016/10/12, , 14, 13, 7, 6, 
2016/10/13, , 11, 8, 8, 9, 
2016/10/14, , 11, 20, 13, 14, 
2016/10/15, , 10, 19, 9, 8, 
2016/10/16, , 19, 4, 13, 15, 
2016/10/17, , 24, 14, 13, 15, 
2016/10/18, , 23, 15, 10, 13, 
2016/10/19, , 7, 23, 8, 9, 
2016/10/20, , 7, 14, 11, 14, 
2016/10/21, , 8, 23, 9, 10, 
2016/10/22, , 9, 8, 10, 9, 
2016/10/23, , 12, 7, 14, 18, 
2016/10/24, , 10, 11, 13, 15, 
2016/10/25, , 15, 10, 12, 12, 
2016/10/26, , 16, 9, 14, 15, 
2016/10/27, , 20, 10, 13, 15, 
2016/10/28, , 23, 8, 15, 15, 
2016/10/29, , 24, 17, 9, 10, 
2016/10/30, , 14, 18, 10, 12, 
2016/10/31, , 10, 2, 8, 9, 
2016/11/1, , 16, 15, 11, 13, 
2016/11/2, , 18, 13, 13, 17, 
2016/11/3, , 10, 6, 13, 15, 
2016/11/4, , 15, 13, 13, 14, 
2016/11/5, , 14, 17, 8, 9, 
2016/11/6, , 9, 16, 14, 17, 
2016/11/7, , 7, 14, 14, 16, 
2016/11/8, , 12, 17, 11, 13, 
2016/11/9, , 11, 24, 7, 9, 
2016/11/10, , 5, 20, 9, 11, 
2016/11/11, , 2, 8, 11, 12, 
2016/11/12, , 11, 15, 8, 9, 
2016/11/13, , 18, 13, 11, 14, 
2016/11/14, , 14, 24, 11, 14, 
2016/11/15, , 17, 22, 10, 14, 
2016/11/16, , 7, 14, 10, 13, 
2016/11/17, , 4, 21, 11, 14, 
2016/11/18, , 6, 23, 8, 10, 
2016/11/19, , 7, 13, 10, 12, 
2016/11/20, , 7, 9, 19, 24, 
2016/11/21, , 10, 5, 20, 24, 
2016/11/22, , 13, 1, 15, 17, 
2016/11/23, , 30, 6, 9, 10, 
2016/11/24, , 22, 13, 5, 7, 
2016/11/25, , 19, 8, 9, 10, 
2016/11/26, , 16, 17, 7, 7, 
2016/11/27, , 12, 18, 11, 13, 
2016/11/28, , 8, 16, 13, 15, 
2016/11/29, , 9, 13, 18, 21, 
2016/11/30, , 22, 12, 17, 22, 
2016/12/1, , 20, 18, 11, 14, 
2016/12/2, , 14, 11, 11, 12, 
2016/12/3, , 12, 10, 8, 7, 
2016/12/4, , 16, 7, 12, 16, 
2016/12/5, , 18, , 22, 26, 
2016/12/6, , 18, 2, 16, 18, 
2016/12/7, , 17, 1, 27, 32, 
2016/12/8, , 22, 8, 32, 35, 
2016/12/9, , 25, 9, 27, 28, 
2016/12/10, , 26, 25, 12, 10, 
2016/12/11, , 21, 23, 13, 17, 
2016/12/12, , 10, 2, 21, 26, 
2016/12/13, , 15, 7, 23, 26, 
2016/12/14, , 17, 11, 12, 12, 
2016/12/15, , 15, 11, 8, 9, 
2016/12/16, , 13, 3, 16, 17, 
2016/12/17, , 15, 2, 14, 15, 
2016/12/18, , 19, 6, 11, 13, 
2016/12/19, , 18, 8, 10, 11, 
2016/12/20, , 17, , 17, 20, 
2016/12/21, , 19, 1, 14, 16, 
2016/12/22, , 16, 4, 16, 19, 
2016/12/23, , 14, 24, 7, 7, 
2016/12/24, , 10, 26, 3, 4, 
2016/12/25, , 5, 28, 5, 7, 
2016/12/26, , 5, 25, 4, 6, 
2016/12/27, , 7, 23, 12, 13, 
2016/12/28, , 11, 16, 15, 13, 
2016/12/29, , 16, 2, 19, 23, 
2016/12/30, , 17, 2, 17, 18, 
2016/12/31, , 25, 1, 18, 21, 
2017/1/1, , 134, 12, 14, 14, 
2016/7/1, , 9, 30, 6, 4, 
2016/7/2, , 14, 32, 3, 2, 
2016/7/3, , 9, 37, 4, 4, 
2016/7/4, , 5, 41, 7, 5, 
2016/7/5, , 4, 40, 4, 5, 
2016/7/6, , 10, 52, 9, 8, 
2016/7/7, , 15, 57, 9, 8, 
2016/7/8, , 23, 40, 4, 3, 
2016/7/9, , 20, 44, 6, 3, 
2016/7/10, , 19, 56, 5, 6, 
2016/7/11, , 13, 28, 8, 12, 
2016/7/12, , 18, 25, 6, 9, 
2016/7/13, , 15, 26, 4, 6, 
2016/7/14, , 10, 28, 4, 5, 
2016/7/19, , 16, 50, 8, 7, 
2016/7/20, , 16, 38, 9, 9, 
2016/7/21, , 17, 47, 6, 6, 
2016/7/22, , 21, 42, 4, 4, 
2016/7/23, , 14, 46, 2, 3, 
2016/7/24, , 12, 36, 9, 10, 
2016/7/25, , 12, 40, 11, 13, 
2016/7/26, , 17, 41, 7, 9, 
2016/7/27, , 16, 36, 7, 10, 
2016/7/28, , 11, 34, 5, 5, 
2016/7/29, , 12, 42, 5, 3, 
2016/7/30, , 10, 36, 5, 4, 
2016/7/31, , 12, 38, 5, 6, 
2016/8/1, , 10, 38, 7, 7, 
2016/8/2, , 13, 38, 4, 5, 
2016/8/3, , 11, 48, 8, 9, 
2016/8/4, , 12, 26, 6, 9, 
2016/8/5, , 14, 32, 3, 4, 
2016/8/6, , 9, 42, 3, 2, 
2016/8/7, , 11, 47, 7, 6, 
2016/8/8, , 10, 26, 7, 9, 
2016/8/9, , 13, 21, 8, 10, 
2016/8/10, , 10, 33, 6, 6, 
2016/8/11, , 10, 22, 7, 6, 
2016/8/12, , 8, 29, 4, 4, 
2016/8/13, , 7, 43, 7, 4, 
2016/8/14, , 10, 43, 7, 4, 
2016/8/15, , 19, 42, 11, 10, 
2016/8/16, , 19, 42, 10, 9, 
2016/8/17, , 19, 37, 8, 9, 
2016/8/18, , 20, 36, 7, 8, 
2016/8/19, , 10, 40, 6, 5, 
2016/8/20, , 11, 28, 2, 2, 
2016/8/21, , 8, 33, 5, 4, 
2016/8/22, , 7, 34, 8, 7, 
2016/8/23, , 9, 33, 5, 5, 
2016/8/24, , 11, 42, 7, 6, 
2016/8/25, , 15, 58, 12, 12, 
2016/8/26, , 20, 48, 8, 6, 
2016/8/27, , 26, 57, 8, 5, 
2016/8/28, , 20, 32, 9, 12, 
2016/8/29, , 15, 35, 7, 7, 
2016/8/30, , 19, 35, 7, 8, 
2016/8/31, , 14, 39, 12, 12, 
